id; similarity
63397; Belongs to the Ycf3 family., Contains 3 TPR repeats.
63398; Belongs to the Ycf4 family.
63399; Belongs to the zeta carotene desaturase family.
63400; None
63401; Belongs to the cyclophilin-type PPIase family., Contains 0 PPIase cyclophilin-type domains.
63402; Belongs to the RecA family.
63403; Contains 0 F-box domain.
63404; None
63405; Contains peptidase S8 domain.
63406; Contains homeobox DNA-binding domain.
63407; None
63408; None
63409; None
63410; Belongs to the aldehyde dehydrogenase family.
63411; Contains NAC domain.
63412; None
63413; Belongs to the serine/threonine dehydratase family., Contains 0 ACT-like domains.
63414; None
63415; Belongs to the glycosyl hydrolase 9 (cellulase E) family.
63416; None
63417; Contains AP2/ERF DNA-binding domain.
63418; Belongs to the iron/ascorbate-dependent oxidoreductase family., Contains 0 Fe2OG dioxygenase domains.
63419; None
63420; None
63421; Belongs to the Aux/IAA family., Contains PB1 domain.
63422; None
63423; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
63424; Belongs to the MIP/aquaporin (TC 1.A.8) family.
63425; Contains protein kinase domain.
63426; Belongs to the Aux/IAA family., Contains PB1 domain.
63427; None
63428; Belongs to the SLC26A/SulP transporter (TC 2.A.53) family., Contains 0 STAS domains.
63429; None
63430; Belongs to the cytochrome P450 family.
63431; None
63432; None
63433; None
63434; Belongs to the MIP/aquaporin (TC 1.A.8) family.
63435; Belongs to the carbohydrate kinase PfkB family.
63436; Belongs to the Aux/IAA family., Contains PB1 domain.
63437; Belongs to the GST superfamily.
63438; None
63439; None
63440; None
63441; None
63442; Belongs to the glycosyl hydrolase 9 (cellulase E) family.
63443; Belongs to the auxin efflux carrier (TC 2.A.69.1) family.
63444; None
63445; Belongs to the LDH/MDH superfamily. MDH type 2 family.
63446; Belongs to the MIP/aquaporin (TC 1.A.8) family.
63447; None
63448; Belongs to the group II decarboxylase family.
63449; None
63450; None
63451; None
63452; Belongs to the BetVI family.
63453; Belongs to the adaptor complexes large subunit family.
63454; Belongs to the MIP/aquaporin (TC 1.A.8) family.
63455; None
63456; None
63457; None
63458; Belongs to the iron/ascorbate-dependent oxidoreductase family., Contains 0 Fe2OG dioxygenase domains.
63459; Belongs to the Aux/IAA family., Contains PB1 domain.
63460; None
63461; None
63462; Belongs to the FPP/GGPP synthase family.
63463; None
63464; Belongs to the eukaryotic release factor 1 family. Pelota subfamily.
63465; Belongs to the peptidase M24B family.
63466; None
63467; Belongs to the PCNA family.
63468; None
63469; None
63470; Belongs to the small heat shock protein (HSP20) family.
63471; Contains ubiquitin-like domain.
63472; Belongs to the peptidase S14 family.
63473; None
63474; Belongs to the expansin family., Contains expansin-like CBD domain., Contains expansin-like EG45 domain.
63475; Contains homeobox DNA-binding domain.
63476; Belongs to the Aux/IAA family., Contains PB1 domain.
63477; None
63478; None
63479; Belongs to the Aux/IAA family., Contains PB1 domain.
63480; None
63481; Belongs to the group II decarboxylase family.
63482; None
63483; Contains 0 basic helix-loop-helix (bHLH) domains.
63484; Contains AP2/ERF DNA-binding domain.
63485; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
63486; None
63487; Belongs to the beta-class carbonic anhydrase family.
63488; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
63489; None
63490; Belongs to the expansin family., Contains expansin-like CBD domain., Contains expansin-like EG45 domain.
63491; Belongs to the mitochondrial carrier (TC 2.A.29) family.
63492; Belongs to the GPI family.
63493; None
63494; Belongs to the ubiquitin-conjugating enzyme family.
63495; Belongs to the GST superfamily.
63496; Contains 0 MADS-box domains., Contains K-box domain.
63497; None
63498; None
63499; Contains peptidase S8 domain.
63500; None
63501; None
63502; Belongs to the argonaute family., Contains 0 PAZ domains., Contains 0 PIWI domains., Contains Piwi domain.
63503; Belongs to the cyclin family.
63504; Belongs to the UDP-glycosyltransferase family.
63505; Belongs to the glycosyltransferase 1 family. Plant sucrose synthase subfamily.
63506; Contains 0 MADS-box domains., Contains K-box domain.
63507; None
63508; None
63509; Contains protein kinase domain.
63510; None
63511; None
63512; Belongs to the histone H1/H5 family.
63513; None
63514; Contains AP2/ERF DNA-binding domain.
63515; None
63516; None
63517; None
63518; Belongs to the FPP/GGPP synthase family.
63519; None
63520; Belongs to the cyclin family.
63521; None
63522; Belongs to the arginase family.
63523; None
63524; Belongs to the ubiquitin-conjugating enzyme family.
63525; None
63526; None
63527; Contains PPM-type phosphatase domain.
63528; Belongs to the argonaute family., Contains 0 PAZ domains., Contains 0 PIWI domains., Contains Piwi domain.
63529; Belongs to the mitochondrial carrier (TC 2.A.29) family.
63530; Belongs to the protein kinase superfamily. Ser/Thr protein kinase family. MAP kinase subfamily., Contains 0 protein kinase domains.
63531; None
63532; Belongs to the beta-class carbonic anhydrase family.
63533; None
63534; Belongs to the eukaryotic AdoMetDC family.
63535; None
63536; None
63537; None
63538; None
63539; Belongs to the cytochrome P450 family.
63540; Belongs to the protein kinase superfamily., Contains protein kinase domain.
63541; None
63542; Belongs to the protein kinase superfamily. Ser/Thr protein kinase family. MAP kinase subfamily., Contains 0 protein kinase domains.
63543; None
63544; Belongs to the annexin family., Contains 0 annexin repeats.
63545; Belongs to the eukaryotic initiation factor 4E family.
63546; None
63547; None
63548; None
63549; None
63550; Belongs to the protein kinase superfamily. Ser/Thr protein kinase family. MAP kinase subfamily., Contains 0 protein kinase domains.
63551; None
63552; None
63553; None
63554; Belongs to the glycosyltransferase 10 family.
63555; None
63556; Contains AP2/ERF DNA-binding domain.
63557; Contains 0 MADS-box domains., Contains K-box domain.
63558; Belongs to the class-I pyridoxal-phosphate-dependent aminotransferase family.
63559; Belongs to the auxin efflux carrier (TC 2.A.69.1) family.
63560; None
63561; None
63562; Belongs to the arginase family.
63563; None
63564; Belongs to the protein kinase superfamily.
63565; Belongs to the cyclin family.
63566; None
63567; Belongs to the argonaute family., Contains 0 PAZ domains., Contains 0 PIWI domains., Contains Piwi domain.
63568; Contains NAC domain.
63569; Belongs to the class-I pyridoxal-phosphate-dependent aminotransferase family.
63570; None
63571; None
63572; Belongs to the succinate dehydrogenase/fumarate reductase iron-sulfur protein family., Contains 0 2Fe-2S ferredoxin-type domains., Contains 0 4Fe-4S ferredoxin-type domains.
63573; None
63574; None
63575; None
63576; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
63577; None
63578; Belongs to the DHNA family.
63579; None
63580; Belongs to the FMO family.
63581; None
63582; None
63583; None
63584; None
63585; Belongs to the MIP/aquaporin (TC 1.A.8) family.
63586; Belongs to the protein kinase superfamily.
63587; None
63588; None
63589; None
63590; Contains 0 MADS-box domains., Contains K-box domain.
63591; None
63592; None
63593; Belongs to the Aux/IAA family., Contains PB1 domain.
63594; None
63595; Belongs to the trans-sulfuration enzymes family.
63596; Belongs to the ATG8 family.
63597; None
63598; None
63599; None
63600; None
63601; Contains 0 basic helix-loop-helix (bHLH) domains.
63602; Belongs to the glycosyl hydrolase 35 family., Contains 0 SUEL-type lectin domains.
63603; None
63604; None
63605; Contains peptidase S8 domain.
63606; Belongs to the ARF family., Contains 0 TF-B3 DNA-binding domains., Contains PB1 domain.
63607; None
63608; None
63609; None
63610; Belongs to the alternative oxidase family.
63611; Contains NAF domain., Contains protein kinase domain.
63612; None
63613; None
63614; Belongs to the expansin family., Contains expansin-like CBD domain., Contains expansin-like EG45 domain.
63615; None
63616; Belongs to the uricase family.
63617; None
63618; Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type IIIA subfamily.
63619; None
63620; Contains 0 2Fe-2S ferredoxin-type domains.
63621; Belongs to the alternative oxidase family.
63622; None
63623; None
63624; None
63625; None
63626; None
63627; None
63628; None
63629; None
63630; None
63631; Contains 0 ANK repeats.
63632; None
63633; Belongs to the DEAD box helicase family.
63634; Belongs to the MIP/aquaporin (TC 1.A.8) family.
63635; Belongs to the argonaute family., Contains 0 PAZ domains., Contains 0 PIWI domains., Contains Piwi domain.
63636; Contains PAZ domain., Contains Piwi domain.
63637; Belongs to the glycosyl hydrolase 28 family.
63638; Belongs to the auxin efflux carrier (TC 2.A.69.1) family.
63639; Belongs to the class-I pyridoxal-phosphate-dependent aminotransferase family.
63640; None
63641; Belongs to the GST superfamily.
63642; None
63643; Belongs to the class-IV pyridoxal-phosphate-dependent aminotransferase family.
63644; Belongs to the U1 small nuclear ribonucleoprotein C family., Contains 1 matrin-type zinc finger.
63645; Belongs to the phytochrome family., Contains 0 histidine kinase domains.
63646; None
63647; Belongs to the auxin efflux carrier (TC 2.A.69.1) family.
63648; Belongs to the protein kinase superfamily. Ser/Thr protein kinase family. MAP kinase subfamily., Contains 0 protein kinase domains.
63649; None
63650; Belongs to the thymidine kinase family.
63651; None
63652; Belongs to the protein kinase superfamily.
63653; None
63654; Contains protein kinase domain.
63655; None
63656; None
63657; None
63658; None
63659; None
63660; None
63661; None
63662; None
63663; None
63664; None
63665; Belongs to the small heat shock protein (HSP20) family.
63666; None
63667; None
63668; Belongs to the zinc-containing alcohol dehydrogenase family.
63669; None
63670; None
63671; None
63672; Belongs to the MIP/aquaporin (TC 1.A.8) family.
63673; None
63674; Contains SCP domain.
63675; Belongs to the phospholipase D family. C2-PLD subfamily., Contains 0 C2 domains.
63676; None
63677; None
63678; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
63679; None
63680; None
63681; Contains RRM (RNA recognition motif) domain.
63682; None
63683; None
63684; Contains 0 LIM zinc-binding domains.
63685; Belongs to the MIP/aquaporin (TC 1.A.8) family.
63686; None
63687; Belongs to the glutamate-gated ion channel (TC 1.A.10.1) family.
63688; None
63689; None
63690; None
63691; Contains AP2/ERF DNA-binding domain.
63692; None
63693; None
63694; None
63695; Belongs to the iron/manganese superoxide dismutase family.
63696; None
63697; None
63698; None
63699; Belongs to the expansin family., Contains expansin-like CBD domain., Contains expansin-like EG45 domain.
63700; Contains 0 SET domains.
63701; None
63702; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
63703; None
63704; None
63705; None
63706; None
63707; None
63708; Belongs to the MIP/aquaporin (TC 1.A.8) family.
63709; Belongs to the SLC26A/SulP transporter (TC 2.A.53) family., Contains 0 STAS domains.
63710; Belongs to the argonaute family., Contains 0 PAZ domains., Contains 0 PIWI domains., Contains Piwi domain.
63711; Belongs to the class-V pyridoxal-phosphate-dependent aminotransferase family.
63712; None
63713; None
63714; None
63715; None
63716; Contains FCP1 homology domain.
63717; None
63718; Contains NAC domain.
63719; None
63720; Belongs to the phytochrome family., Contains 0 histidine kinase domains.
63721; None
63722; Belongs to the ABC transporter superfamily., Contains ABC transmembrane type-1 domains.
63723; None
63724; Belongs to the phytochrome family.
63725; Belongs to the mitochondrial carrier (TC 2.A.29) family.
63726; Belongs to the glycosyltransferase 1 family. Bacterial/plant glycogen synthase subfamily.
63727; None
63728; None
63729; None
63730; None
63731; Belongs to the iron/ascorbate-dependent oxidoreductase family., Contains 0 Fe2OG dioxygenase domains.
63732; None
63733; Belongs to the multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family.
63734; None
63735; Belongs to the small heat shock protein (HSP20) family.
63736; None
63737; Belongs to the cytochrome P450 family.
63738; None
63739; None
63740; Contains 0 ANK repeats., Contains 0 BTB (POZ) domains.
63741; Contains 0 F-box domain.
63742; Belongs to the hexokinase family.
63743; None
63744; Belongs to the eukaryotic GSH synthase family.
63745; None
63746; Belongs to the iron/ascorbate-dependent oxidoreductase family., Contains 0 Fe2OG dioxygenase domains.
63747; Belongs to the glycosyl hydrolase 28 family.
63748; Belongs to the BetVI family.
63749; None
63750; Belongs to the ribosomal protein L14P family.
63751; Belongs to the peptidase A1 family.
63752; Belongs to the RNA polymerase beta chain family.
63753; Belongs to the group II decarboxylase family.
63754; Belongs to the small GTPase superfamily. Rab family.
63755; None
63756; None
63757; None
63758; Contains 0 C2 domains., Contains 0 PI-PLC X-box domains., Contains 0 PI-PLC Y-box domains.
63759; Belongs to the MLO family.
63760; None
63761; None
63762; None
63763; None
63764; None
63765; None
63766; None
63767; None
63768; None
63769; None
63770; Belongs to the small GTPase superfamily. Rab family.
63771; Contains peptidase S8 domain.
63772; None
63773; Belongs to the Aux/IAA family., Contains PB1 domain.
63774; Contains peptidase S8 domain.
63775; Belongs to the expansin family., Contains expansin-like CBD domain., Contains expansin-like EG45 domain.
63776; None
63777; None
63778; None
63779; None
63780; None
63781; Belongs to the protein kinase superfamily.
63782; None
63783; None
63784; Belongs to the iron/ascorbate-dependent oxidoreductase family., Contains 0 Fe2OG dioxygenase domains.
63785; Belongs to the LDH/MDH superfamily. MDH type 2 family.
63786; Belongs to the Aux/IAA family., Contains PB1 domain.
63787; None
63788; Belongs to the mitochondrial carrier (TC 2.A.29) family.
63789; None
63790; None
63791; Belongs to the histone H3 family.
63792; None
63793; None
63794; None
63795; None
63796; None
63797; Belongs to the protein kinase superfamily. Ser/Thr protein kinase family. MAP kinase subfamily., Contains 0 protein kinase domains.
63798; Belongs to the UDP-glycosyltransferase family.
63799; None
63800; Belongs to the MIP/aquaporin (TC 1.A.8) family.
63801; Contains 0 F-box domain.
63802; None
63803; None
63804; Belongs to the peptidase S14 family.
63805; None
63806; Belongs to the MIP/aquaporin (TC 1.A.8) family.
63807; None
63808; Contains 0 basic helix-loop-helix (bHLH) domains.
63809; None
63810; Belongs to the protein kinase superfamily.
63811; None
63812; None
63813; None
63814; Belongs to the FPP/GGPP synthase family.
63815; None
63816; None
63817; None
63818; Belongs to the small heat shock protein (HSP20) family.
63819; Belongs to the ubiquitin-conjugating enzyme family.
63820; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
63821; Belongs to the FMO family.
63822; Belongs to the MIP/aquaporin (TC 1.A.8) family.
63823; Belongs to the expansin family., Contains expansin-like CBD domain., Contains expansin-like EG45 domain.
63824; None
63825; Belongs to the ATG8 family.
63826; None
63827; Belongs to the Aux/IAA family., Contains PB1 domain.
63828; None
63829; None
63830; Contains 0 LIM zinc-binding domains.
63831; Belongs to the iron/ascorbate-dependent oxidoreductase family., Contains 0 Fe2OG dioxygenase domains.
63832; None
63833; Contains NAC domain.
63834; None
63835; Belongs to the GST superfamily.
63836; Belongs to the glycosyl hydrolase 20 family.
63837; None
63838; Belongs to the iron/ascorbate-dependent oxidoreductase family., Contains 0 Fe2OG dioxygenase domains.
63839; None
63840; None
63841; Belongs to the acyl-CoA oxidase family.
63842; None
63843; None
63844; Belongs to the Aux/IAA family., Contains PB1 domain.
63845; None
63846; None
63847; Belongs to the class-I pyridoxal-phosphate-dependent aminotransferase family.
63848; Contains 0 C2 domains.
63849; None
63850; Belongs to the glycosyl hydrolase 28 family.
63851; None
63852; None
63853; Belongs to the MIP/aquaporin (TC 1.A.8) family.
63854; None
63855; None
63856; Contains AP2/ERF DNA-binding domain.
63857; None
63858; None
63859; None
63860; Belongs to the zeta carotene desaturase family.
63861; None
63862; None
63863; Contains 0 ANK repeats., Contains 0 BTB (POZ) domains.
63864; Belongs to the iron/ascorbate-dependent oxidoreductase family., Contains 0 Fe2OG dioxygenase domains.
63865; Contains 0 rhodanese domains.
63866; None
63867; Belongs to the glycosyl hydrolase 9 (cellulase E) family.
63868; None
63869; None
63870; None
63871; Contains 0 2Fe-2S ferredoxin-type domains.
63872; Belongs to the group II decarboxylase family.
63873; Belongs to the iron/ascorbate-dependent oxidoreductase family., Contains 0 Fe2OG dioxygenase domains.
63874; None
63875; Contains 0 F-box domain.
63876; None
63877; Belongs to the protein kinase superfamily.
63878; Belongs to the iron/ascorbate-dependent oxidoreductase family., Contains 0 Fe2OG dioxygenase domains.
63879; Belongs to the chloride channel (TC 2.A.49) family., Contains 0 CBS domains.
63880; Belongs to the aldehyde dehydrogenase family.
63881; Contains NAC domain.
63882; None
63883; Belongs to the Aux/IAA family., Contains PB1 domain.
63884; Contains SCP domain.
63885; None
63886; None
63887; None
63888; None
63889; None
63890; None
63891; None
63892; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
63893; None
63894; None
63895; Contains PAZ domain., Contains Piwi domain.
63896; Belongs to the protein kinase superfamily.
63897; None
63898; None
63899; None
63900; Belongs to the glycosyl hydrolase 16 family.
63901; Belongs to the LDH/MDH superfamily. LDH family.
63902; None
63903; None
63904; None
63905; None
63906; None
63907; Contains 0 SET domains.
63908; Contains 0 MADS-box domains.
63909; None
63910; None
63911; None
63912; None
63913; Belongs to the group II decarboxylase family.
63914; None
63915; Belongs to the glutamate-gated ion channel (TC 1.A.10.1) family.
63916; None
63917; None
63918; Contains 0 acyl carrier domains.
63919; Belongs to the DNA polymerase type-B family.
63920; Belongs to the UPP synthase family.
63921; None
63922; None
63923; Belongs to the Aux/IAA family., Contains PB1 domain.
63924; None
63925; None
63926; Belongs to the GroES chaperonin family.
63927; Contains 0 MADS-box domains.
63928; Belongs to the glycosyl hydrolase 16 family.
63929; Belongs to the RNase T2 family.
63930; None
63931; Belongs to the cyclin family.
63932; Contains 0 histidine kinase domains.
63933; None
63934; Belongs to the Aux/IAA family., Contains PB1 domain.
63935; None
63936; Belongs to the MIP/aquaporin (TC 1.A.8) family.
63937; None
63938; None
63939; None
63940; None
63941; Belongs to the glycosyl hydrolase 35 family., Contains 0 SUEL-type lectin domains.
63942; Belongs to the MIP/aquaporin (TC 1.A.8) family.
63943; Belongs to the expansin family., Contains expansin-like CBD domain., Contains expansin-like EG45 domain.
63944; Contains 0 ANK repeats.
63945; Belongs to the glycosyl hydrolase 16 family.
63946; None
63947; Belongs to the peptidase M24B family.
63948; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
63949; Belongs to the peroxidase family.
63950; None
63951; None
63952; None
63953; None
63954; None
63955; Belongs to the protein kinase superfamily. Ser/Thr protein kinase family. MAP kinase subfamily., Contains 0 protein kinase domains.
63956; None
63957; None
63958; None
63959; Belongs to the cytochrome P450 family.
63960; Belongs to the glycosyl hydrolase 28 family.
63961; Belongs to the ZIP transporter (TC 2.A.5) family.
63962; None
63963; None
63964; None
63965; Belongs to the FBPase class 1 family.
63966; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
63967; Contains 0 C2 domains., Contains 0 PI-PLC X-box domains., Contains 0 PI-PLC Y-box domains.
63968; None
63969; None
63970; None
63971; Belongs to the glycosyl hydrolase 32 family.
63972; None
63973; None
63974; None
63975; None
63976; None
63977; None
63978; None
63979; None
63980; None
63981; Belongs to the EF-Ts family.
63982; Contains 0 histidine kinase domains.
63983; None
63984; Contains 0 basic helix-loop-helix (bHLH) domains.
63985; Belongs to the argonaute family., Contains 0 PAZ domains., Contains 0 PIWI domains.
63986; None
63987; Belongs to the FMO family.
63988; Belongs to the glycosyl hydrolase 38 family.
63989; None
63990; None
63991; Belongs to the tubulin family.
63992; Belongs to the PPP phosphatase family.
63993; None
63994; None
63995; None
63996; None
63997; Belongs to the glycosyl hydrolase 9 (cellulase E) family.
63998; None
63999; Belongs to the cyclin family.
64000; None
64001; Belongs to the ribosomal protein S4P family., Contains 0 S4 RNA-binding domains.
64002; Belongs to the Aux/IAA family., Contains PB1 domain.
64003; None
64004; None
64005; None
64006; Belongs to the small heat shock protein (HSP20) family.
64007; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
64008; Belongs to the DEAD box helicase family.
64009; Belongs to the ribosomal protein L3P family.
64010; None
64011; None
64012; None
64013; Belongs to the adenylate kinase family. AK6 subfamily.
64014; None
64015; Belongs to the glycosyl hydrolase 17 family.
64016; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
64017; None
64018; Belongs to the Aux/IAA family., Contains PB1 domain.
64019; Belongs to the protein kinase superfamily. Ser/Thr protein kinase family. MAP kinase subfamily., Contains 0 protein kinase domains.
64020; Belongs to the MIP/aquaporin (TC 1.A.8) family.
64021; None
64022; Contains peptidase S8 domain.
64023; None
64024; Contains NAF domain., Contains protein kinase domain.
64025; None
64026; None
64027; None
64028; None
64029; None
64030; Contains 0 histidine kinase domains.
64031; None
64032; Belongs to the glycosyl hydrolase 9 (cellulase E) family.
64033; None
64034; None
64035; Belongs to the P(II) protein family.
64036; None
64037; Contains ubiquitin-like domain.
64038; Belongs to the plant LTP family.
64039; None
64040; None
64041; None
64042; Belongs to the expansin family., Contains expansin-like CBD domain., Contains expansin-like EG45 domain.
64043; Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.
64044; Belongs to the UDP-glycosyltransferase family.
64045; Belongs to the cytochrome P450 family.
64046; None
64047; None
64048; Belongs to the auxin efflux carrier (TC 2.A.69.1) family.
64049; Belongs to the class-I pyridoxal-phosphate-dependent aminotransferase family.
64050; None
64051; None
64052; Belongs to the histone H1/H5 family.
64053; Belongs to the heat shock protein 70 family.
64054; Contains NAC domain.
64055; None
64056; None
64057; None
64058; Contains AGC-kinase C-terminal domain.
64059; None
64060; None
64061; Belongs to the auxin efflux carrier (TC 2.A.69.1) family.
64062; None
64063; None
64064; Belongs to the GST superfamily.
64065; None
64066; None
64067; None
64068; None
64069; None
64070; Belongs to the calreticulin family.
64071; Belongs to the ZIP transporter (TC 2.A.5) family.
64072; None
64073; None
64074; Belongs to the carbohydrate kinase PfkB family.
64075; Belongs to the glycosyl hydrolase 9 (cellulase E) family.
64076; Contains peptidase S8 domain.
64077; Belongs to the profilin family.
64078; None
64079; None
64080; None
64081; None
64082; Contains protein kinase domain.
64083; Contains AP2/ERF DNA-binding domain.
64084; Belongs to the hexokinase family.
64085; Belongs to the peptidase C1 family.
64086; Belongs to the Aux/IAA family., Contains PB1 domain.
64087; Contains AP2/ERF DNA-binding domain.
64088; Belongs to the expansin family., Contains expansin-like CBD domain., Contains expansin-like EG45 domain.
64089; None
64090; Contains homeobox DNA-binding domain.
64091; None
64092; Contains 0 C2 domains., Contains 0 PI-PLC X-box domains., Contains 0 PI-PLC Y-box domains.
64093; Contains 0 MADS-box domains., Contains K-box domain.
64094; None
64095; None
64096; None
64097; None
64098; None
64099; Belongs to the Aux/IAA family., Contains PB1 domain.
64100; Belongs to the glycosyl hydrolase 28 family.
64101; Belongs to the MIP/aquaporin (TC 1.A.8) family.
64102; None
64103; None
64104; None
64105; Belongs to the protein kinase superfamily.
64106; None
64107; None
64108; Belongs to the glycosyl hydrolase 32 family.
64109; Belongs to the spermidine/spermine synthase family.
64110; None
64111; None
64112; Contains AP2/ERF DNA-binding domain.
64113; None
64114; None
64115; None
64116; Belongs to the glycosyl hydrolase 1 family.
64117; Belongs to the glycosyl hydrolase 35 family., Contains 0 SUEL-type lectin domains.
64118; None
64119; None
64120; None
64121; Contains AP2/ERF DNA-binding domain.
64122; Belongs to the Cu-Zn superoxide dismutase family.
64123; None
64124; None
64125; None
64126; None
64127; Contains 0 2Fe-2S ferredoxin-type domains.
64128; None
64129; Belongs to the Aux/IAA family., Contains PB1 domain.
64130; None
64131; None
64132; None
64133; Contains NAC domain.
64134; Belongs to the adenylosuccinate synthetase family.
64135; None
64136; None
64137; Belongs to the beta-class carbonic anhydrase family.
64138; None
64139; None
64140; None
64141; Belongs to the glycosyl hydrolase 14 family.
64142; None
64143; Belongs to the MIP/aquaporin (TC 1.A.8) family.
64144; Belongs to the BetVI family.
64145; Contains 0 MADS-box domains., Contains K-box domain.
64146; Belongs to the auxin efflux carrier (TC 2.A.69.1) family.
64147; None
64148; Contains NAC domain.
64149; Belongs to the bacterial/plant glucose-1-phosphate adenylyltransferase family.
64150; None
64151; None
64152; None
64153; Belongs to the iron/ascorbate-dependent oxidoreductase family., Contains 0 Fe2OG dioxygenase domains.
64154; Belongs to the auxin efflux carrier (TC 2.A.69.1) family.
64155; Belongs to the ARF family., Contains 0 TF-B3 DNA-binding domains., Contains PB1 domain.
64156; None
64157; Belongs to the protein kinase superfamily.
64158; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
64159; None
64160; None
64161; None
64162; Belongs to the small heat shock protein (HSP20) family.
64163; Contains 0 F-box domain.
64164; None
64165; None
64166; None
64167; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
64168; Belongs to the cyclin family.
64169; Contains 0 MADS-box domains.
64170; None
64171; None
64172; Contains AP2/ERF DNA-binding domain.
64173; Belongs to the group II decarboxylase family.
64174; Belongs to the glycosyl hydrolase 32 family.
64175; Belongs to the glutathione peroxidase family.
64176; None
64177; None
64178; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
64179; Belongs to the lipoxygenase family., Contains PLAT domain., Contains lipoxygenase domain.
64180; Belongs to the glycosyl hydrolase 28 family.
64181; None
64182; None
64183; Belongs to the cytochrome P450 family.
64184; Belongs to the ubiquitin-conjugating enzyme family.
64185; None
64186; None
64187; Belongs to the glycosyl hydrolase 28 family.
64188; Belongs to the glycosyl hydrolase 16 family.
64189; None
64190; None
64191; Belongs to the peptidase C1 family.
64192; None
64193; Belongs to the lipoxygenase family., Contains PLAT domain., Contains lipoxygenase domain.
64194; None
64195; Belongs to the ubiquitin family. SUMO subfamily., Contains 0 ubiquitin-like domains.
64196; None
64197; Belongs to the Orn/Lys/Arg decarboxylase class-II family.
64198; None
64199; Contains 0 MADS-box domains., Contains K-box domain.
64200; Belongs to the Aux/IAA family., Contains PB1 domain.
64201; Belongs to the iron/ascorbate-dependent oxidoreductase family., Contains 0 Fe2OG dioxygenase domains.
64202; None
64203; None
64204; Contains 0 chitin-binding type-1 domains.
64205; None
64206; Contains 0 PPIase FKBP-type domains.
64207; Contains peptidase S8 domain.
64208; None
64209; None
64210; None
64211; Contains AP2/ERF DNA-binding domain.
64212; None
64213; Contains protein kinase domain.
64214; None
64215; None
64216; Contains 0 histidine kinase domains.
64217; None
64218; None
64219; None
64220; None
64221; Belongs to the peroxidase family.
64222; Contains protein kinase domain.
64223; None
64224; Belongs to the UPP synthase family.
64225; Belongs to the UDP-glycosyltransferase family.
64226; Contains 0 F-box domain.
64227; None
64228; None
64229; None
64230; None
64231; None
64232; None
64233; None
64234; Belongs to the glycosyl hydrolase 28 family.
64235; Belongs to the Aux/IAA family., Contains PB1 domain.
64236; Contains AP2/ERF DNA-binding domain.
64237; None
64238; Contains 0 C2 domains., Contains 0 PI-PLC X-box domains., Contains 0 PI-PLC Y-box domains.
64239; Contains AP2/ERF DNA-binding domain.
64240; Belongs to the FMO family.
64241; None
64242; Belongs to the 5-formyltetrahydrofolate cyclo-ligase family.
64243; None
64244; None
64245; None
64246; None
64247; None
64248; Contains homeobox DNA-binding domain.
64249; None
64250; Belongs to the glycosyl hydrolase 1 family.
64251; Belongs to the ARF family., Contains 0 TF-B3 DNA-binding domains., Contains PB1 domain.
64252; None
64253; None
64254; Belongs to the ribosomal protein S11P family.
64255; None
64256; None
64257; None
64258; None
64259; Belongs to the ribosomal protein L18Ae family.
64260; None
64261; None
64262; None
64263; Belongs to the ribosomal protein S4e family.
64264; Belongs to the ribosomal protein L11P family.
64265; Belongs to the ribosomal protein S12P family.
64266; None
64267; None
64268; Belongs to the ribosomal protein S27e family.
64269; Belongs to the ribosomal protein L5P family.
64270; None
64271; Belongs to the ribosomal protein S17P family.
64272; None
64273; Belongs to the alpha-IPM synthase/homocitrate synthase family.
64274; None
64275; None
64276; None
64277; None
64278; None
64279; None
64280; None
64281; None
64282; None
64283; None
64284; None
64285; None
64286; None
64287; None
64288; Belongs to the histone H3 family.
64289; None
64290; None
64291; None
64292; None
64293; None
64294; None
64295; None
64296; Belongs to the UDP-glycosyltransferase family.
64297; None
64298; Contains 0 F-box domain.
64299; None
64300; None
64301; None
64302; None
64303; Contains 0 ANK repeats.
64304; None
64305; None
64306; None
64307; None
64308; None
64309; None
64310; None
64311; Contains 0 MADS-box domains.
64312; None
64313; None
64314; Belongs to the TRAP-beta family.
64315; Belongs to the protein disulfide isomerase family., Contains 0 thioredoxin domains.
64316; None
